CustomerKey,Customer Code,Continent,City,State,CountryRegion
8536,19535,North America,National City,California,United States
8539,19538,North America,Olympia,Washington,United States
10764,21763,North America,Redmond,Washington,United States
10766,21765,North America,Oregon City,Oregon,United States
10768,21767,North America,Bellflower,California,United States
10770,21769,North America,Concord,California,United States
10771,21770,North America,Renton,Washington,United States
10773,21772,North America,Portland,Oregon,United States
10774,21773,North America,Beaverton,Oregon,United States
10775,21774,North America,Torrance,California,United States
10776,21775,North America,Newport Beach,California,United States
10779,21778,North America,Burien,Washington,United States
10780,21779,North America,Concord,California,United States
10781,21780,North America,Concord,California,United States
15256,26255,North America,Lebanon,Oregon,United States
15257,26256,North America,Ballard,Washington,United States
15258,26257,North America,Burlingame,California,United States
15259,26258,North America,Portland,Oregon,United States
15261,26260,North America,Spokane,Washington,United States
15262,26261,North America,Woodburn,Oregon,United States
15263,26262,North America,Lynnwood,Washington,United States
15264,26263,North America,Portland,Oregon,United States
15274,26273,North America,Burien,Washington,United States
15315,26314,North America,Santa Monica,California,United States
15449,26448,North America,Bremerton,Washington,United States
15476,26475,North America,Newport Beach,California,United States
15477,26476,North America,Downey,California,United States
15481,26480,North America,Novato,California,United States
15484,26483,North America,Downey,California,United States
15545,26544,North America,Edmonds,Washington,United States
15777,26776,North America,Berkeley,California,United States
15780,26779,North America,Novato,California,United States
15781,26780,North America,Grossmont,California,United States
18818,CS566,North America,Walla Walla,Washington,United States
18847,CS619,North America,Coronado,California,United States
18830,CS593,North America,Bradenton,Florida,United States
8408,19407,North America,Oregon City,Oregon,United States
8538,19537,North America,Milwaukie,Oregon,United States
15255,26254,North America,Beaverton,Oregon,United States
15482,26481,North America,La Jolla,California,United States
15776,26775,North America,West Covina,California,United States
10777,21776,North America,Kirkland,Washington,United States
10767,21766,North America,Bellflower,California,United States
8242,19241,North America,Beverly Hills,California,United States
8413,19412,North America,Bellingham,Washington,United States
15260,26259,North America,Redmond,Washington,United States
15275,26274,North America,Tacoma,Washington,United States
15451,26450,North America,Salem,Oregon,United States
10772,21771,North America,Chula Vista,California,United States
8247,19246,North America,Issaquah,Washington,United States
8533,19532,North America,Daly City,California,United States
15737,26736,North America,Bellflower,California,United States
8540,19539,North America,Colma,California,United States
8543,19542,North America,Salem,Oregon,United States
8544,19543,North America,Corvallis,Oregon,United States
8545,19544,North America,Spring Valley,California,United States
8548,19547,North America,Imperial Beach,California,United States
8549,19548,North America,Berkeley,California,United States
8550,19549,North America,Marysville,Washington,United States
8552,19551,North America,Redmond,Washington,United States
8553,19552,North America,Burien,Washington,United States
8635,19634,North America,Chula Vista,California,United States
8636,19635,North America,Beaverton,Oregon,United States
8637,19636,North America,Beaverton,Oregon,United States
8644,19643,North America,Portland,Oregon,United States
8655,19654,North America,Lebanon,Oregon,United States
8656,19655,North America,West Covina,California,United States
8658,19657,North America,Renton,Washington,United States
8659,19658,North America,San Gabriel,California,United States
8661,19660,North America,Santa Cruz,California,United States
8664,19663,North America,Ballard,Washington,United States
16810,27809,Europe,Werne,North Rhine-Westphalia,Germany
16824,27823,Europe,Hamburg,Hamburg,Germany
16903,27902,Europe,Hamburg,Hamburg,Germany
16938,27937,Europe,Hamburg,Hamburg,Germany
16942,27941,Europe,Grevenbroich,North Rhine-Westphalia,Germany
11477,22476,Europe,Saarlouis,Saar,Germany
11478,22477,Europe,Kassel,Hesse,Germany
11480,22479,Europe,Hanover,Lower Saxony,Germany
11482,22481,Europe,Stuttgart,Baden-Wuerttemberg,Germany
11483,22482,Europe,Frankfurt,Hesse,Germany
11487,22486,Europe,Bonn,North Rhine-Westphalia,Germany
13042,24041,Europe,Werne,North Rhine-Westphalia,Germany
16953,27952,Europe,Essen,North Rhine-Westphalia,Germany
17377,28376,Europe,Saarlouis,Saar,Germany
10809,21808,North America,Downey,California,United States
10810,21809,North America,Lakewood,California,United States
10812,21811,North America,Colma,California,United States
10813,21812,North America,Seattle,Washington,United States
10815,21814,North America,W. Linn,Oregon,United States
10901,21900,North America,Beaverton,Oregon,United States
7172,18171,Europe,Stuttgart,Baden-Wuerttemberg,Germany
7177,18176,Europe,Leipzig,Saxony,Germany
7181,18180,Europe,Kassel,Hesse,Germany
7186,18185,Europe,Leipzig,Saxony,Germany
8030,19029,Europe,Berlin,Berlin,Germany
8031,19030,Europe,Dusseldorf,North Rhine-Westphalia,Germany
8035,19034,Europe,Erlangen,Bavaria,Germany
8036,19035,Europe,Solingen,North Rhine-Westphalia,Germany
8041,19040,Europe,Paderborn,North Rhine-Westphalia,Germany
8047,19046,Europe,Leipzig,Saxony,Germany
8058,19057,Europe,Salzgitter,Lower Saxony,Germany
8066,19065,Europe,Kiel,Schleswig-Holstein,Germany
8069,19068,Europe,Werne,North Rhine-Westphalia,Germany
8899,19898,Europe,Stuttgart,Baden-Wuerttemberg,Germany
8902,19901,Europe,Sulzbach Taunus,Saar,Germany
8905,19904,Europe,Ingolstadt,Bavaria,Germany
8910,19909,Europe,Bonn,North Rhine-Westphalia,Germany
8911,19910,Europe,Werne,North Rhine-Westphalia,Germany
478,11477,Europe,Darmstadt,Hesse,Germany
493,11492,Europe,Eilenburg,Saxony,Germany
545,11544,Europe,Darmstadt,Hesse,Germany
553,11552,Europe,Salzgitter,Lower Saxony,Germany
18819,CS570,North America,West Covina,California,United States
16812,27811,Europe,Kassel,Hesse,Germany
11479,22478,Europe,Salzgitter,Lower Saxony,Germany
487,11486,Europe,Erlangen,Bavaria,Germany
8551,19550,North America,El Cajon,California,United States
8665,19664,North America,Portland,Oregon,United States
8054,19053,Europe,Kassel,Hesse,Germany
10811,21810,North America,Spring Valley,California,United States
8541,19540,North America,Kirkland,Washington,United States
8546,19545,North America,National City,California,United States
8638,19637,North America,Bellingham,Washington,United States
8650,19649,North America,Kirkland,Washington,United States
8660,19659,North America,Long Beach,California,United States
8669,19668,North America,Burien,Washington,United States
7165,18164,Europe,Salzgitter,Lower Saxony,Germany
8901,19900,Europe,Bottrop,North Rhine-Westphalia,Germany
15647,26646,North America,Oakland,California,United States
15648,26647,North America,Santa Cruz,California,United States
15649,26648,North America,Beverly Hills,California,United States
15650,26649,North America,Concord,California,United States
15676,26675,North America,San Carlos,California,United States
15677,26676,North America,Lemon Grove,California,United States
15678,26677,North America,Los Angeles,California,United States
7083,18082,North America,Edmonds,Washington,United States
7084,18083,North America,Issaquah,Washington,United States
7085,18084,North America,Redmond,Washington,United States
7086,18085,North America,Colma,California,United States
7088,18087,North America,Grossmont,California,United States
7089,18088,North America,Lincoln Acres,California,United States
7094,18093,North America,Salem,Oregon,United States
7095,18094,North America,Bellflower,California,United States
7097,18096,North America,Beverly Hills,California,United States
7098,18097,North America,Renton,Washington,United States
7099,18098,North America,W. Linn,Oregon,United States
7100,18099,North America,Glendale,California,United States
7073,18072,North America,W. Linn,Oregon,United States
7074,18073,North America,San Gabriel,California,United States
7075,18074,North America,Lynnwood,Washington,United States
7077,18076,North America,Chula Vista,California,United States
7080,18079,North America,La Jolla,California,United States
7913,18912,North America,Lynnwood,Washington,United States
7915,18914,North America,Burbank,California,United States
7916,18915,North America,El Cajon,California,United States
7919,18918,North America,Spokane,Washington,United States
7921,18920,North America,Redwood City,California,United States
7922,18921,North America,Marysville,Washington,United States
11130,22129,North America,Beverly Hills,California,United States
11131,22130,North America,San Diego,California,United States
11132,22131,North America,Grossmont,California,United States
11133,22132,North America,Colma,California,United States
11135,22134,North America,Burbank,California,United States
11136,22135,North America,Renton,Washington,United States
11137,22136,North America,El Cajon,California,United States
11138,22137,North America,Newport Beach,California,United States
7081,18080,North America,Novato,California,United States
7914,18913,North America,Burbank,California,United States
11134,22133,North America,Olympia,Washington,United States
15675,26674,North America,Chula Vista,California,United States
7087,18086,North America,Concord,California,United States
7096,18095,North America,Beverly Hills,California,United States
15651,26650,North America,Lincoln Acres,California,United States
7076,18075,North America,Torrance,California,United States
15681,26680,North America,Marysville,Washington,United States
15682,26681,North America,Long Beach,California,United States
15688,26687,North America,Bellingham,Washington,United States
15689,26688,North America,Bremerton,Washington,United States
7110,18109,North America,La Jolla,California,United States
7111,18110,North America,Long Beach,California,United States
7112,18111,North America,Mill Valley,California,United States
7113,18112,North America,San Francisco,California,United States
7115,18114,North America,West Covina,California,United States
7116,18115,North America,Seattle,Washington,United States
7118,18117,North America,Redmond,Washington,United States
7067,18066,North America,Beverly Hills,California,United States
7068,18067,North America,Portland,Oregon,United States
7070,18069,North America,El Cajon,California,United States
7071,18070,North America,Santa Monica,California,United States
7072,18071,North America,Grossmont,California,United States
640,11639,North America,Mill Valley,California,United States
644,11643,North America,Burien,Washington,United States
645,11644,North America,Redmond,Washington,United States
646,11645,North America,Salem,Oregon,United States
647,11646,North America,Burien,Washington,United States
11154,22153,North America,San Gabriel,California,United States
11158,22157,North America,Beaverton,Oregon,United States
11159,22158,North America,Beaverton,Oregon,United States
11160,22159,North America,Olympia,Washington,United States
11162,22161,North America,Berkeley,California,United States
11163,22162,North America,Burbank,California,United States
11164,22163,North America,Lakewood,California,United States
7120,18119,North America,Colma,California,United States
7121,18120,North America,Berkeley,California,United States
7124,18123,North America,Downey,California,United States
7225,18224,North America,Marysville,Washington,United States
7226,18225,North America,Marysville,Washington,United States
17616,28615,North America,Lebanon,Oregon,United States
17617,28616,North America,San Gabriel,California,United States
17618,28617,North America,Everett,Washington,United States
17619,28618,North America,Seattle,Washington,United States
17773,28772,North America,W. Linn,Oregon,United States
17774,28773,North America,Beverly Hills,California,United States
17777,28776,North America,West Covina,California,United States
17781,28780,North America,Seattle,Washington,United States
17782,28781,North America,San Carlos,California,United States
17784,28783,North America,Lebanon,Oregon,United States
17785,28784,North America,Chula Vista,California,United States
17786,28785,North America,Grossmont,California,United States
17787,28786,North America,Burien,Washington,United States
17789,28788,North America,Colma,California,United States
17790,28789,North America,Coronado,California,United States
17791,28790,North America,Lake Oswego,Oregon,United States
17968,28967,North America,Bellflower,California,United States
17969,28968,North America,Redwood City,California,United States
17970,28969,North America,Walla Walla,Washington,United States
17989,28988,North America,Colma,California,United States
17991,28990,North America,Concord,California,United States
17994,28993,North America,Milwaukie,Oregon,United States
18058,29057,North America,Bellflower,California,United States
18284,29283,North America,Concord,California,United States
18285,29284,North America,Ballard,Washington,United States
18800,CS507,North America,Lynnwood,Washington,United States
7069,18068,North America,Woodland Hills,California,United States
17775,28774,North America,Concord,California,United States
17783,28782,North America,Coronado,California,United States
15680,26679,North America,Renton,Washington,United States
17788,28787,North America,Bremerton,Washington,United States
17990,28989,North America,Milwaukie,Oregon,United States
18327,29326,North America,Concord,California,United States
7114,18113,North America,Torrance,California,United States
11161,22160,North America,Portland,Oregon,United States
17620,28619,North America,National City,California,United States
17778,28777,North America,Yakima,Washington,United States
18323,29322,North America,Milwaukie,Oregon,United States
7122,18121,North America,Spokane,Washington,United States
7224,18223,North America,Corvallis,Oregon,United States
7917,18916,North America,Palo Alto,California,United States
7918,18917,North America,Spring Valley,California,United States
7976,18975,North America,Lakewood,California,United States
8216,19215,North America,Seattle,Washington,United States
8222,19221,North America,Novato,California,United States
11368,22367,North America,Palo Alto,California,United States
11369,22368,North America,Puyallup,Washington,United States
11370,22369,North America,Burlingame,California,United States
11373,22372,North America,San Gabriel,California,United States
11347,22346,North America,Beverly Hills,California,United States
11359,22358,North America,El Cajon,California,United States
11362,22361,North America,National City,California,United States
11363,22362,North America,Coronado,California,United States
11365,22364,North America,San Francisco,California,United States
11376,22375,North America,Lemon Grove,California,United States
11377,22376,North America,Lake Oswego,Oregon,United States
11544,22543,North America,Portland,Oregon,United States
11547,22546,North America,Lebanon,Oregon,United States
11549,22548,North America,San Carlos,California,United States
7102,18101,North America,Novato,California,United States
7105,18104,North America,Tacoma,Washington,United States
7106,18105,North America,W. Linn,Oregon,United States
7107,18106,North America,Bellflower,California,United States
7109,18108,North America,Colma,California,United States
18848,CS620,North America,Corvallis,Oregon,United States
18791,CS469,North America,Colma,California,United States
18766,CS434,North America,Bluffton,South Carolina,United States
11371,22370,North America,Lakewood,California,United States
8223,19222,North America,Yakima,Washington,United States
7103,18102,North America,Spring Valley,California,United States
11361,22360,North America,Burien,Washington,United States
7934,18933,North America,Bellingham,Washington,United States
7108,18107,North America,Burlingame,California,United States
11366,22365,North America,San Gabriel,California,United States
8217,19216,North America,Bellflower,California,United States
11375,22374,North America,Issaquah,Washington,United States
11548,22547,North America,National City,California,United States
7437,18436,North America,Santa Monica,California,United States
7439,18438,North America,Colma,California,United States
7440,18439,North America,Marysville,Washington,United States
7441,18440,North America,Colma,California,United States
7442,18441,North America,Beverly Hills,California,United States
7449,18448,North America,Long Beach,California,United States
12047,23046,North America,Beaverton,Oregon,United States
12048,23047,North America,Chula Vista,California,United States
12051,23050,North America,Salem,Oregon,United States
12052,23051,North America,W. Linn,Oregon,United States
12054,23053,North America,Kirkland,Washington,United States
12055,23054,North America,Marysville,Washington,United States
12056,23055,North America,Portland,Oregon,United States
686,11685,North America,Milwaukie,Oregon,United States
687,11686,North America,Glendale,California,United States
688,11687,North America,La Jolla,California,United States
689,11688,North America,Sedro Woolley,Washington,United States
691,11690,North America,Port Orchard,Washington,United States
692,11691,North America,Imperial Beach,California,United States
693,11692,North America,Burbank,California,United States
14351,25350,North America,Burbank,California,United States
14353,25352,North America,Lake Oswego,Oregon,United States
14354,25353,North America,Seattle,Washington,United States
14355,25354,North America,Woodland Hills,California,United States
14356,25355,North America,Edmonds,Washington,United States
14358,25357,North America,Burlingame,California,United States
12059,23058,North America,Burlingame,California,United States
12060,23059,North America,W. Linn,Oregon,United States
12061,23060,North America,Palo Alto,California,United States
12062,23061,North America,National City,California,United States
12064,23063,North America,Mill Valley,California,United States
12065,23064,North America,Bellingham,Washington,United States
12066,23065,North America,Bellingham,Washington,United States
12067,23066,North America,Bellflower,California,United States
12068,23067,North America,Burlingame,California,United States
12070,23069,North America,Berkeley,California,United States
12072,23071,North America,Concord,California,United States
12073,23072,North America,Bellingham,Washington,United States
12076,23075,North America,Bellflower,California,United States
14344,25343,North America,National City,California,United States
14346,25345,North America,Mill Valley,California,United States
14347,25346,North America,Olympia,Washington,United States
14349,25348,North America,San Carlos,California,United States
14359,25358,North America,Woodburn,Oregon,United States
14360,25359,North America,Long Beach,California,United States
14361,25360,North America,Los Angeles,California,United States
14365,25364,North America,Lynnwood,Washington,United States
14366,25365,North America,Coronado,California,United States
14417,25416,North America,San Diego,California,United States
7428,18427,North America,Lebanon,Oregon,United States
7429,18428,North America,Portland,Oregon,United States
7430,18429,North America,Tacoma,Washington,United States
7432,18431,North America,Lemon Grove,California,United States
7433,18432,North America,Burlingame,California,United States
7435,18434,North America,Burlingame,California,United States
14835,25834,North America,Lemon Grove,California,United States
14836,25835,North America,Santa Cruz,California,United States
14857,25856,North America,Chula Vista,California,United States
14859,25858,North America,Milwaukie,Oregon,United States
14860,25859,North America,Lake Oswego,Oregon,United States
14861,25860,North America,Burbank,California,United States
14862,25861,North America,Woodland Hills,California,United States
18831,CS597,North America,Burien,Washington,United States
12050,23049,North America,Beaverton,Oregon,United States
685,11684,North America,Redmond,Washington,United States
7436,18435,North America,Walla Walla,Washington,United States
14352,25351,North America,Milwaukie,Oregon,United States
7438,18437,North America,Long Beach,California,United States
14858,25857,North America,W. Linn,Oregon,United States
12069,23068,North America,Chula Vista,California,United States
14345,25344,North America,Lynnwood,Washington,United States
690,11689,North America,Edmonds,Washington,United States
14357,25356,North America,Burien,Washington,United States
7443,18442,North America,Marysville,Washington,United States
12063,23062,North America,Lebanon,Oregon,United States
14363,25362,North America,Daly City,California,United States
14863,25862,North America,Coronado,California,United States
12074,23073,North America,Puyallup,Washington,United States
7431,18430,North America,W. Linn,Oregon,United States
1748,12747,Europe,Hamburg,Hamburg,Germany
1800,12799,Europe,Neunkirchen,North Rhine-Westphalia,Germany
1801,12800,Europe,Leipzig,Saxony,Germany
1802,12801,Europe,Erlangen,Bavaria,Germany
1803,12802,Europe,Stuttgart,Baden-Wuerttemberg,Germany
1810,12809,Europe,Grevenbroich,North Rhine-Westphalia,Germany
7028,18027,Europe,Saarlouis,Saar,Germany
7030,18029,Europe,Bottrop,North Rhine-Westphalia,Germany
7032,18031,Europe,Offenbach am Main,Hesse,Germany
7034,18033,Europe,Solingen,North Rhine-Westphalia,Germany
7035,18034,Europe,Paderborn,North Rhine-Westphalia,Germany
7036,18035,Europe,Werne,North Rhine-Westphalia,Germany
7037,18036,Europe,Dusseldorf,North Rhine-Westphalia,Germany
11552,22551,Europe,Munich,Bavaria,Germany
7046,18045,Europe,Munich,Bavaria,Germany
7048,18047,Europe,Bonn,North Rhine-Westphalia,Germany
11695,22694,Europe,Dusseldorf,North Rhine-Westphalia,Germany
11706,22705,Europe,Berlin,Berlin,Germany
13532,24531,Europe,Paderborn,North Rhine-Westphalia,Germany
13533,24532,Europe,Stuttgart,Baden-Wuerttemberg,Germany
13537,24536,Europe,Kassel,Hesse,Germany
13838,24837,Europe,Hamburg,Hamburg,Germany
13839,24838,Europe,Werne,North Rhine-Westphalia,Germany
13840,24839,Europe,Berlin,Berlin,Germany
13844,24843,Europe,Saarlouis,Saar,Germany
13851,24850,Europe,Stuttgart,Baden-Wuerttemberg,Germany
13855,24854,Europe,Hof,Bavaria,Germany
13857,24856,Europe,Stuttgart,Baden-Wuerttemberg,Germany
13874,24873,Europe,Poing,Bavaria,Germany
13877,24876,Europe,Sulzbach Taunus,Saar,Germany
1811,12810,Europe,Werne,North Rhine-Westphalia,Germany
1812,12811,Europe,Salzgitter,Lower Saxony,Germany
1815,12814,Europe,Essen,North Rhine-Westphalia,Germany
1816,12815,Europe,Munich,Bavaria,Germany
1817,12816,Europe,Munich,Bavaria,Germany
13856,24855,Europe,Kassel,Hesse,Germany
1814,12813,Europe,Dresden,Saxony,Germany
8179,19178,Europe,Erlangen,Bavaria,Germany
8189,19188,Europe,Kassel,Hesse,Germany
8249,19248,Europe,Frankfurt,Hesse,Germany
8250,19249,Europe,Grevenbroich,North Rhine-Westphalia,Germany
8251,19250,Europe,Berlin,Berlin,Germany
8255,19254,Europe,Bottrop,North Rhine-Westphalia,Germany
8258,19257,Europe,Munster,North Rhine-Westphalia,Germany
8260,19259,Europe,Hamburg,Hamburg,Germany
8275,19274,Europe,Mühlheim am Main,Hesse,Germany
8284,19283,Europe,Erlangen,Bavaria,Germany
8285,19284,Europe,Leipzig,Saxony,Germany
8287,19286,Europe,Kassel,Hesse,Germany
8289,19288,Europe,Munich,Bavaria,Germany
8290,19289,Europe,Saarbrücken,Saar,Germany
8295,19294,Europe,Werne,North Rhine-Westphalia,Germany
8301,19300,Europe,Munich,Bavaria,Germany
8305,19304,Europe,Werne,North Rhine-Westphalia,Germany
8315,19314,Europe,Werne,North Rhine-Westphalia,Germany
8330,19329,Europe,Hamburg,Hamburg,Germany
8332,19331,Europe,Berlin,Berlin,Germany
8333,19332,Europe,Dusseldorf,North Rhine-Westphalia,Germany
8334,19333,Europe,Kassel,Hesse,Germany
8345,19344,Europe,Stuttgart,Baden-Wuerttemberg,Germany
8346,19345,Europe,Brunswick,Lower Saxony,Germany
8350,19349,Europe,Essen,North Rhine-Westphalia,Germany
8354,19353,Europe,Erlangen,Bavaria,Germany
8357,19356,Europe,Darmstadt,Hesse,Germany
8358,19357,Europe,Ingolstadt,Bavaria,Germany
8369,19368,Europe,Mühlheim am Main,Hesse,Germany
8372,19371,Europe,Kiel,Schleswig-Holstein,Germany
8374,19373,Europe,Leipzig,Saxony,Germany
8378,19377,Europe,Ingolstadt,Bavaria,Germany
8385,19384,Europe,Neunkirchen,North Rhine-Westphalia,Germany
10864,21863,Europe,Munich,Bavaria,Germany
10869,21868,Europe,Berlin,Berlin,Germany
10870,21869,Europe,Bonn,North Rhine-Westphalia,Germany
11308,22307,Europe,Hof,Bavaria,Germany
8252,19251,Europe,Bonn,North Rhine-Westphalia,Germany
11445,22444,Europe,Frankfurt,Hesse,Germany
3790,14789,Europe,Munster,North Rhine-Westphalia,Germany
3796,14795,Europe,Dusseldorf,North Rhine-Westphalia,Germany
3801,14800,Europe,Solingen,North Rhine-Westphalia,Germany
3802,14801,Europe,Frankfurt,Hesse,Germany
3804,14803,Europe,Hamburg,Hamburg,Germany
3806,14805,Europe,Offenbach am Main,Hesse,Germany
3820,14819,Europe,Dresden,Saxony,Germany
3823,14822,Europe,Darmstadt,Hesse,Germany
3825,14824,Europe,Erlangen,Bavaria,Germany
3826,14825,Europe,Munster,North Rhine-Westphalia,Germany
3824,14823,Europe,Darmstadt,Hesse,Germany
8355,19354,Europe,Stuttgart,Baden-Wuerttemberg,Germany
8286,19285,Europe,Kassel,Hesse,Germany
8317,19316,Europe,Bottrop,North Rhine-Westphalia,Germany
8192,19191,Europe,Kiel,Schleswig-Holstein,Germany
3798,14797,Europe,Mühlheim am Main,Hesse,Germany
8322,19321,Europe,Bottrop,North Rhine-Westphalia,Germany
8331,19330,Europe,Munich,Bavaria,Germany
8376,19375,Europe,Munster,North Rhine-Westphalia,Germany
8384,19383,Europe,Darmstadt,Hesse,Germany
17891,28890,Europe,Munster,North Rhine-Westphalia,Germany
18356,29355,Europe,Berlin,Berlin,Germany
18357,29356,Europe,Frankfurt,Hesse,Germany
18392,29391,Europe,Bottrop,North Rhine-Westphalia,Germany
18400,29399,Europe,Leipzig,Saxony,Germany
18401,29400,Europe,Paderborn,North Rhine-Westphalia,Germany
18404,29403,Europe,Paderborn,North Rhine-Westphalia,Germany
14803,25802,Europe,Hof,Bavaria,Germany
12758,23757,Europe,Neunkirchen,North Rhine-Westphalia,Germany
16925,27924,Europe,Kiel,Schleswig-Holstein,Germany
16931,27930,Europe,Berlin,Berlin,Germany
16932,27931,Europe,Berlin,Berlin,Germany
16933,27932,Europe,Essen,North Rhine-Westphalia,Germany
5285,16284,Europe,Hof,Bavaria,Germany
5291,16290,Europe,Frankfurt,Hesse,Germany
5270,16269,Europe,Berlin,Berlin,Germany
5272,16271,Europe,Berlin,Berlin,Germany
5275,16274,Europe,Eilenburg,Saxony,Germany
5277,16276,Europe,Bonn,North Rhine-Westphalia,Germany
5279,16278,Europe,Hof,Bavaria,Germany
5280,16279,Europe,Erlangen,Bavaria,Germany
19053,CS586,Europe,Berlin,Berlin,Germany
12756,23755,Europe,Frankfurt,Hesse,Germany
5271,16270,Europe,Berlin,Berlin,Germany
5300,16299,Europe,Solingen,North Rhine-Westphalia,Germany
17742,28741,Europe,Werne,North Rhine-Westphalia,Germany
17753,28752,Europe,Berlin,Berlin,Germany
17890,28889,Europe,Berlin,Berlin,Germany
18399,29398,Europe,Kiel,Schleswig-Holstein,Germany
17608,28607,North America,Lynnwood,Washington,United States
17611,28610,North America,Lebanon,Oregon,United States
17612,28611,North America,Salem,Oregon,United States
17613,28612,North America,Burbank,California,United States
13300,24299,North America,Downey,California,United States
13309,24308,North America,Woodburn,Oregon,United States
13313,24312,North America,Everett,Washington,United States
13314,24313,North America,Lake Oswego,Oregon,United States
13320,24319,North America,Lynnwood,Washington,United States
13321,24320,North America,Beaverton,Oregon,United States
715,11714,North America,San Diego,California,United States
716,11715,North America,San Gabriel,California,United States
717,11716,North America,Daly City,California,United States
718,11717,North America,Corvallis,Oregon,United States
721,11720,North America,San Diego,California,United States
722,11721,North America,Lincoln Acres,California,United States
723,11722,North America,Bellingham,Washington,United States
726,11725,North America,Burien,Washington,United States
727,11726,North America,Burien,Washington,United States
728,11727,North America,National City,California,United States
730,11729,North America,Kirkland,Washington,United States
731,11730,North America,Redmond,Washington,United States
17615,28614,North America,Spokane,Washington,United States
7776,18775,North America,Oregon City,Oregon,United States
7782,18781,North America,Spring Valley,California,United States
7783,18782,North America,Grossmont,California,United States
7784,18783,North America,W. Linn,Oregon,United States
7785,18784,North America,Santa Monica,California,United States
7788,18787,North America,Issaquah,Washington,United States
7791,18790,North America,Renton,Washington,United States
18849,CS625,North America,El Cajon,California,United States
18832,CS600,North America,Camarillo,California,United States
9647,20646,North America,Woodburn,Oregon,United States
9649,20648,North America,La Jolla,California,United States
9650,20649,North America,San Gabriel,California,United States
9651,20650,North America,Colma,California,United States
9654,20653,North America,San Carlos,California,United States
9655,20654,North America,Novato,California,United States
9656,20655,North America,Milwaukie,Oregon,United States
9659,20658,North America,Concord,California,United States
9660,20659,North America,Imperial Beach,California,United States
9661,20660,North America,Puyallup,Washington,United States
9662,20661,North America,Burbank,California,United States
9664,20663,North America,El Cajon,California,United States
9665,20664,North America,Bremerton,Washington,United States
9667,20666,North America,Berkeley,California,United States
9669,20668,North America,Concord,California,United States
9672,20671,North America,Berkeley,California,United States
9674,20673,North America,Novato,California,United States
9675,20674,North America,Bellingham,Washington,United States
9676,20675,North America,Lake Oswego,Oregon,United States
9677,20676,North America,Beverly Hills,California,United States
9679,20678,North America,Burbank,California,United States
9682,20681,North America,Burlingame,California,United States
9684,20683,North America,Imperial Beach,California,United States
9685,20684,North America,La Jolla,California,United States
9686,20685,North America,Bellflower,California,United States
9687,20686,North America,Los Angeles,California,United States
9689,20688,North America,Everett,Washington,United States
9690,20689,North America,Puyallup,Washington,United States
9691,20690,North America,San Gabriel,California,United States
18792,CS470,North America,Concord,California,United States
18821,CS573,North America,Woodburn,Oregon,United States
17610,28609,North America,Burien,Washington,United States
9658,20657,North America,Newport Beach,California,United States
9673,20672,North America,Concord,California,United States
9688,20687,North America,Lake Oswego,Oregon,United States
729,11728,North America,Woodburn,Oregon,United States
714,11713,North America,Kirkland,Washington,United States
9648,20647,North America,Concord,California,United States
9663,20662,North America,Milwaukie,Oregon,United States
9678,20677,North America,Grossmont,California,United States
7781,18780,North America,Novato,California,United States
17614,28613,North America,Everett,Washington,United States
13312,24311,North America,Burien,Washington,United States
719,11718,North America,Oregon City,Oregon,United States
9653,20652,North America,Seattle,Washington,United States
9668,20667,North America,Bremerton,Washington,United States
9683,20682,North America,Grossmont,California,United States
7888,18887,North America,Ballard,Washington,United States
7890,18889,North America,Marysville,Washington,United States
7891,18890,North America,Redmond,Washington,United States
7892,18891,North America,Bellflower,California,United States
7893,18892,North America,Colma,California,United States
7895,18894,North America,Newport Beach,California,United States
7906,18905,North America,Marysville,Washington,United States
13512,24511,North America,Woodburn,Oregon,United States
13513,24512,North America,Burlingame,California,United States
13514,24513,North America,Colma,California,United States
13516,24515,North America,San Diego,California,United States
13517,24516,North America,Colma,California,United States
13518,24517,North America,Daly City,California,United States
13519,24518,North America,Lakewood,California,United States
13522,24521,North America,Kirkland,Washington,United States
13524,24523,North America,Colma,California,United States
13525,24524,North America,Concord,California,United States
13527,24526,North America,Lemon Grove,California,United States
13617,24616,North America,San Carlos,California,United States
13623,24622,North America,Woodburn,Oregon,United States
6003,17002,North America,Oregon City,Oregon,United States
6005,17004,North America,Beverly Hills,California,United States
6006,17005,North America,Chula Vista,California,United States
6007,17006,North America,Woodburn,Oregon,United States
6008,17007,North America,Daly City,California,United States
6010,17009,North America,National City,California,United States
6011,17010,North America,San Gabriel,California,United States
16272,27271,North America,Edmonds,Washington,United States
16273,27272,North America,Milwaukie,Oregon,United States
16275,27274,North America,Lincoln Acres,California,United States
16276,27275,North America,Spring Valley,California,United States
16277,27276,North America,Berkeley,California,United States
16278,27277,North America,El Cajon,California,United States
16280,27279,North America,Issaquah,Washington,United States
7653,18652,North America,Burien,Washington,United States
7654,18653,North America,Bremerton,Washington,United States
7658,18657,North America,Lakewood,California,United States
7659,18658,North America,Spokane,Washington,United States
7662,18661,North America,Sedro Woolley,Washington,United States
7664,18663,North America,Mill Valley,California,United States
7665,18664,North America,Renton,Washington,United States
7761,18760,North America,Downey,California,United States
7777,18776,North America,Lincoln Acres,California,United States
7778,18777,North America,Downey,California,United States
7780,18779,North America,Novato,California,United States
7905,18904,North America,San Carlos,California,United States
7912,18911,North America,Lynnwood,Washington,United States
